Anime Title,Year Aired,Rating,Status,Number of Episode,Genre,Source
Yeon-ui Pyeonji PV,2021,5.81,Finished,1,"['Adventure', 'Drama', 'Mystery']",Manga
Oni Keibu Anpan,2009,0,Finished,2,['Mystery'],Other
Lutu Weiji! Sheng Freya Hao Tebie Shijian,2024,0,Finished,1,"['Comedy', 'Mystery', 'Sci-Fi']",Game
Sherlock Holmes to Watson Hakase,1975,5.22,Finished,1,['Mystery'],Novel
Oshiri Tantei Movie 1: Curry Naru Jiken,2019,0,Finished,1,"['Comedy', 'Fantasy', 'Mystery']",Picture book
Arikitari Heroes,2013,6.02,Finished,1,"['Horror', 'Mystery', 'Supernatural']",Original
Oshiri Tantei Movie 2: Tentoumushi Iseki no Nazo,2020,0,Finished,1,"['Comedy', 'Fantasy', 'Mystery']",Picture book
Sinbi Apartment Movie: Haneuldokkaebi Dae Yoleumungandeu,2019,0,Finished,1,"['Mystery', 'Supernatural']",Original
Kijeu CSI,2012,0,Finished,104,"['Adventure', 'Mystery']",Original
Oshiri Tantei Movie 3: Sufure-tou no Himitsu,2021,0,Finished,1,"['Comedy', 'Fantasy', 'Mystery']",Picture book
Sinbi Apartment: Joseontoemasillog,2023,0,Finished,4,"['Mystery', 'Supernatural']",Original
Sono Saki no Taniji,2018,0,Finished,1,"['Avant Garde', 'Mystery']",Original
Gigi Goegoe,2019,0,Finished,20,"['Horror', 'Mystery', 'Supernatural']",Web manga
Nare no Hate,2023,0,Finished,1,"['Avant Garde', 'Mystery']",Original
Da Zhentan Fuermosi: Tao Yu Da Zhuibu,2019,0,Finished,1,"['Adventure', 'Mystery']",Novel
Sinbi Apartment: Bichui Baempaieowa Eodumui Ai,2021,0,Finished,1,"['Mystery', 'Supernatural']",Original
Sushi Police Movie,2016,0,Finished,1,"['Comedy', 'Mystery']",Original
HololiveEN PVs,2021,0,Finished,2,['Mystery'],Original
Ulineun Myeong-tam-jeong,2009,0,Finished,52,['Mystery'],Original
Dogra Magra,2012,0,Finished,1,"['Mystery', 'Sci-Fi']",Novel
Oshiri Tantei Movie 4: Shiriarty,2022,0,Finished,1,"['Action', 'Comedy', 'Fantasy', 'Mystery']",Picture book
26 Ge Mimi,2005,0,Finished,26,"['Adventure', 'Mystery']",Original
Itadakinosaki,2015,0,Finished,1,"['Fantasy', 'Mystery']",Original
Code Name X,2023,0,Finished,26,"['Action', 'Comedy', 'Mystery']",Original
Dokuhaku Suru Universal Yoko Mercator Egg Man,2009,0,Finished,1,"['Mystery', 'Suspense']",Novel
Sinbi Apartment: Geumbich Dokkaebiwa Bimil-ui Dong-gul,2018,0,Finished,1,"['Mystery', 'Supernatural']",Original
Shengsi Huifang,2016,0,Finished,20,"['Mystery', 'Supernatural']",Manga
Shaonian Jinyiwei 2nd Season Xuzhang,2017,0,Finished,1,"['Action', 'Mystery']",Original
Kun Bing Zhi Long PV,2016,0,Finished,1,"['Action', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Suspense']",Web manga
Wangpai Erha,2023,0,Finished,1,"['Comedy', 'Mystery']",Original
Fuaxiao Chuanqi,2018,0,Finished,1,"['Mystery', 'Sci-Fi']",Original
Sabu to Ichi Torimono Hikae Pilot Film,0,0,Finished,1,"['Action', 'Drama', 'Mystery']",Manga
Oshiri Tantei Movie 5: Saraba Itoshiki Aibou (Oshiri) yo,2024,0,Not yet aired,1,"['Action', 'Comedy', 'Fantasy', 'Mystery']",Picture book
Kuaile Xiao Yongshi,2007,0,Finished,39,['Mystery'],
Tan Zhang QiQi,2003,0,Finished,26,['Mystery'],Original
Meitantei Pork,2016,0,Finished,1,"['Comedy', 'Mystery']",Original
Story of Krishna,2019,0,Finished,1,"['Avant Garde', 'Mystery']",
Shi ga Utsukushii Nante dare ga Itta,2023,0,Finished,1,"['Action', 'Horror', 'Mystery']",Book
